Rank,NCT Number,Title,Conditions,Interventions,Sponsor/Collaborators,Phases,Enrollment,Funded Bys,Start Date,Primary Completion Date,Completion Date
396,NCT03665155,"First-in- Human Imaging of Multiple Myeloma Using 89Zr-DFO-daratumumab, a CD38-targeting Monoclonal Antibody",Multiple Myeloma,Drug: 89Zr-daratumumab|Device: PET/CT scans|Other: Blood draws,Memorial Sloan Kettering Cancer Center,Phase 1|Phase 2,11,Other,"September 5, 2018","April 20, 2020","April 20, 2020"
397,NCT03662789,Intravenous Iron Supplement for Iron Deficiency in Cardiac Transplant Recipients,Heart Transplant Recipients,"Drug: Iron Isomaltoside 1000|Other: Placebo: NaCl 0,9%",Oslo University Hospital|Pharmacosmos A/S,Phase 2|Phase 3,102,Other|Industry,"April 25, 2018","February 27, 2020","February 27, 2020"
398,NCT03660878,A Methodology Development Environmental Clinical Trial of Reproxalap in Subjects With Seasonal Allergic Conjunctivitis,Allergic Conjunctivitis,Drug: Reproxalap Ophthalmic Solution (0.25%)|Drug: Reproxalap Ophthalmic Solution (0.5%)|Drug: Vehicle Ophthalmic Solution,"Aldeyra Therapeutics, Inc.",Phase 1|Phase 2,52,Industry,"September 8, 2018","November 19, 2019","November 19, 2019"
399,NCT03652948,Meru Health Ascend Mobile Intervention for Depression in Middle Aged and Older Adults,Depression|Depressive Symptoms,Behavioral: Meru Health Ascend Program,"Palo Alto Veterans Institute for Research|Meru Health, Inc.|Stanford University",Phase 2|Phase 3,70,Other|Industry,"July 12, 2018","January 15, 2021","January 15, 2021"
400,NCT03640949,Vasopressin and Methylprednisolone for In-Hospital Cardiac Arrest,Heart Arrest,"Drug: Vasopressin, Arginine|Drug: Methylprednisolone|Drug: NaCl",Lars Wiuff Andersen|University of Aarhus|Aarhus University Hospital,Phase 2|Phase 3,501,Other,"September 17, 2018","January 21, 2021","January 21, 2022"
401,NCT03640507,Vaginal Preparation With Chlorhexidine-alcohol vs. Povidine-iodine vs. Saline,Cesarean Section; Infection|Surgical Site Infection,Drug: Chlorhexidine-alcohol|Drug: Povidine-iodine|Drug: Sterile saline,Columbia University,Phase 2|Phase 3,30,Other,"October 1, 2018","May 8, 2019","June 14, 2019"
402,NCT03640052,Pharmacological Activation of HMN for OSA,Obstructive Sleep Apnea,Drug: Placebo oral capsule|Drug: LTM1201L|Drug: LTM1201LN|Drug: LTM1201LB|Drug: LTM1201LD,Brigham and Women's Hospital,Phase 1|Phase 2,6,Other,"October 30, 2018","September 30, 2019","December 31, 2019"
403,NCT03639883,A Safety and Efficacy Study to Evaluate Wound Healing,Wound Heal,Drug: AIV001,"AiViva BioPharma, Inc.",Phase 1|Phase 2,16,Industry,"November 5, 2018","December 4, 2019","December 19, 2019"
404,NCT03638622,Low-cost Enabling Technology for Image-guided Photodynamic Therapy (PDT) of Oral Cancer Cancer.,Oral Cancer,Combination Product: Photodynamic Therapy,Massachusetts General Hospital|Jawaharlal Nehru Medical College|National Cancer Institute (NCI),Phase 1|Phase 2,30,Other|NIH,"March 10, 2017","October 12, 2020","October 12, 2020"
405,NCT03636906,Respiratory Syncytial Virus (RSV) Investigational Vaccine in Infants Aged 6 and 7 Months Likely to be Unexposed to RSV,Respiratory Syncytial Virus Infections,"Biological: RSV (GSK3389245A) lower dose formulation vaccine|Biological: RSV (GSK3389245A) higher dose formulation vaccine|Biological: GSK's multicomponent meningococcal B vaccine|Biological: Pfizer's meningococcal group A, C, W-135 and Y conjugate vaccine|Biological: GSK's pneumococcal polysaccharide conjugate vaccine|Biological: GSK's meningococcal group A, C, W-135 and Y conjugate vaccine|Drug: Placebo",GlaxoSmithKline,Phase 1|Phase 2,201,Industry,"April 8, 2019","January 16, 2020","July 22, 2021"
406,NCT03633084,RBM-007 in Subjects witH ExudatIve Age-related Macular Degeneration,Age-related Macular Degeneration,Drug: RBM-007 Injectable Solution,Ribomic USA Inc,Phase 1|Phase 2,9,Industry,"August 29, 2018","June 26, 2019","June 26, 2019"
407,NCT03631004,Pre-operative Olanzapine as Prophylactic Antiemetic in Oncologic Patients,Postoperative Nausea|Postoperative Nausea and Vomiting,Drug: Olanzapine,Instituto do Cancer do Estado de São Paulo,Phase 2|Phase 3,100,Other,"October 1, 2018","February 10, 2021","February 10, 2021"
408,NCT03630939,"A Study to Evaluate the Safety, Pharmacokinetics, and Efficacy of Topical ESR-114 in Subjects With Plaque Psoriasis",Psoriatic Plaque,Drug: ESR-114|Other: Placebo,Escalier Biosciences B.V.|Innovaderm Research Inc.,Phase 1|Phase 2,104,Industry|Other,"August 9, 2018","June 5, 2019","June 12, 2019"
409,NCT03627507,Non Inferiority Trial of Locally Manufactured 'Hepa-B' Vaccine in Bangladesh.,Hepatitis B Infection,Biological: Hepa-B|Biological: Engerix B,"International Centre for Diarrhoeal Disease Research, Bangladesh",Phase 2|Phase 3,158,Other,"July 29, 2018","May 27, 2019","June 3, 2019"
410,NCT03623750,E GFR TKI and EGF-P TI C Ombination in EGFR mutA nt NSCL C,"Carcinoma, Non-Small-Cell Lung",Drug: EGFR-TK Inhibitor|Biological: EGF-PTI|Drug: Cyclophosphamide,Instituto Oncológico Dr Rosell|Bioven Europe|MFAR,Phase 1|Phase 2,23,Other|Industry,"July 6, 2018","March 26, 2020","December 14, 2021"
411,NCT03618420,Copeptin in Adolescent Participants With Type 1 Diabetes and Early Renal Hemodynamic Function,"Diabetes Mellitus, Type 1|Nephropathy|Diabetic Nephropathies|Juvenile Diabetes|Diabetes Mellitus Complication|Autoimmune Diabetes|Type 1 Diabetes Mellitus",Drug: Aminohippurate Sodium Inj 20%|Drug: Iohexol Inj 300 mg/mL,"University of Colorado, Denver",Phase 1|Phase 2,50,Other,"October 1, 2018","October 19, 2019","August 1, 2021"
412,NCT03617900,"Efficacy of Ginger Extract (Compare Between the Ginger Preparation of Ancient Concept of Thai Traditional Practitioner, Standard Drug and Placebo) by Using Pain Score to Evaluate After Pain of Three Groups of First Normal Postpartum Women.",Postpartum Disorder,Drug: Ginger|Drug: Placebo oral capsule|Drug: Paracetamol,Thammasat University,Phase 1|Phase 2,99,Other,"August 29, 2018","May 25, 2019","May 25, 2019"
413,NCT03617861,Effect of Secretin in Functional Dyspepsia and Healthy Subjects,Dyspepsia|Healthy,Drug: Human Secretin|Drug: Placebo,Mayo Clinic|National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),Phase 1|Phase 2,20,Other|NIH,"November 7, 2018","July 1, 2019","August 1, 2019"
414,NCT03614663,Clinical Study Of caNNabidiol in childrEn and adolesCenTs With Fragile X (CONNECT-FX),Fragile X Syndrome,Drug: ZYN002 - Cannabidiol Transdermal Gel|Other: Placebo Transdermal Gel,"Zynerba Pharmaceuticals, Inc.",Phase 2|Phase 3,212,Industry,"June 12, 2018","June 14, 2020","June 14, 2020"
415,NCT03608696,Buprenorphine Pharmacometric Open Label Research Study of Drug Exposure,Neonatal Abstinence Syndrome|Neonatal Opiate Withdrawal Syndrome,Drug: Buprenorphine,Thomas Jefferson University|Chiesi Farmaceutici S.p.A.,Phase 1|Phase 2,10,Other|Industry,"August 29, 2018","July 11, 2019","July 11, 2019"
416,NCT03606928,mFLOT Chemotherapy as First-line Treatment in GC,Gastric Cancer,"Drug: docetaxel, oxaliplatin, 5-FU, leucovorin",Ruijin Hospital,Phase 1|Phase 2,18,Other,"July 1, 2018","November 9, 2019","January 1, 2020"
417,NCT03602053,Study of BBIL's ROTAVAC® and ROTAVAC 5CM Vaccines in Zambia,Diarrhea|Diarrhea Rotavirus,Biological: ROTAVAC®|Biological: ROTAVAC 5D|Biological: Rotarix®,"Centre for Infectious Disease Research in Zambia|PATH|Christian Medical College, Vellore, India|Children's Hospital Medical Center, Cincinnati|Bharat Biotech International Limited",Phase 2|Phase 3,450,Other|Industry,"January 22, 2019","October 4, 2019","October 4, 2019"
418,NCT03593187,A Study Evaluating the Safety of Cal-1 (LVsh5/C46) Drug Product in HIV-1 Infected Patient With High Risk Lymphoma,HIV-1 Infection,Drug: Cal-1 (LVsh5/C46) drug product,Assistance Publique - Hôpitaux de Paris|CSL Behring,Phase 1|Phase 2,2,Other|Industry,"January 15, 2019","July 28, 2020","July 28, 2020"
419,NCT03592537,Fentanyl Versus Midazolam as an Adjunct to Intrathecal Bupivacaine In Children,Postoperative Analgesia,Drug: Fentanyl|Drug: Midazolam|Drug: Bupivacaine Hydrochloride,Assiut University,Phase 2|Phase 3,90,Other,"August 15, 2018","April 20, 2021","May 14, 2021"
420,NCT03589287,Allogeneic Bone Marrow MSC Therapy for Knee Osteoarthritis,Knee Osteoarthritis,Biological: Chondrochymal®,"Taipei Veterans General Hospital, Taiwan|Virginia Contract Research Organization Co., Ltd.",Phase 1|Phase 2,18,Other,"May 2, 2018","May 3, 2019","April 30, 2020"
421,NCT03583554,Electrophysiological Biomarkers of AV-101,Healthy,Drug: Placebo|Drug: AV-101 720 mg|Drug: AV-101 1440 mg,"Marijn Lijffijt, PhD|Michael E. DeBakey VA Medical Center|VistaGen Therapeutics, Inc.|Baylor College of Medicine",Phase 1|Phase 2,18,Other|U.S. Fed|Industry,"September 1, 2018","October 19, 2019","October 19, 2019"
422,NCT03580148,BMA vs Cortisone for Glenohumeral Osteoarthritis,Osteo Arthritis Shoulders,Drug: Cortisone|Biological: Bone Marrow Aspirate,Women's College Hospital|University of Toronto,Phase 2|Phase 3,34,Other,"October 8, 2015","July 30, 2020","November 23, 2021"
423,NCT03568175,A Study of JR-141 in Patients With Mucopolysaccharidosis II,Mucopolysaccharidosis II,Drug: JR-141,"JCR Pharmaceuticals Co., Ltd.",Phase 2|Phase 3,28,Industry,"August 1, 2018","February 20, 2020","February 20, 2020"
424,NCT03566199,MTX110 by Convection-Enhanced Delivery in Treating Participants With Newly-Diagnosed Diffuse Intrinsic Pontine Glioma,Diffuse Intrinsic Pontine Glioma,Drug: Panobinostat Nanoparticle Formulation MTX110|Drug: Convection-Enhanced Delivery (CED),"Sabine Mueller, MD, PhD|Midatech Pharma US Inc.|Pacific Pediatric Neuro-Oncology Consortium|University of California, San Francisco",Phase 1|Phase 2,7,Other|Industry,"May 22, 2018","March 31, 2021","March 31, 2021"
425,NCT03564106,Intra-articular Pulsed Radiofrequency With Steroids Injection Versus Intra-articular Steroids Injection in Chronic Sacroiliac Joint Arthritis,Pain Management,Drug: intraarticular radiofrequency + intraarticular methylprednisolone|Drug: intraarticular methylprednisolone,Assiut University,Phase 2|Phase 3,40,Other,"March 1, 2019","January 1, 2021","January 15, 2021"
426,NCT03562871,"IO102 With Pembrolizumab, With or Without Chemotherapy, as First-line Treatment of Metastatic NSCLC",NSCLC,Biological: IO102|Biological: pembrolizumab (Keytruda)|Drug: Carboplatin (Carboplatin Kabi)|Drug: Pemetrexed (Pemetrexed Alvogen),IO Biotech|Merck Sharp & Dohme LLC,Phase 1|Phase 2,109,Industry,"August 22, 2018","February 6, 2021","April 12, 2022"
427,NCT03560258,HIV-1-Gag Conserved-Element DNA Vaccine (p24CE) Vaccine Study,HIV Infections,Biological: p24CE1/2 pDNA vaccine|Biological: p24CE1/2 pDNA vaccine admixed with full-length p55^gag pDNA vaccine|Biological: Full-length p55^gag pDNA vaccine|Biological: Placebo,National Institute of Allergy and Infectious Diseases (NIAID),Phase 1|Phase 2,45,NIH,"March 26, 2019","February 10, 2021","February 10, 2021"
428,NCT03557099,A Study to Evaluate the Safety and Efficacy of Hetrombopag Olamine in Severe Aplastic Anemia （SAA） Patient,Severe Aplastic Anemia,Drug: Hetrombopag Olamine,"Jiangsu HengRui Medicine Co., Ltd.",Phase 1|Phase 2,55,Industry,"June 20, 2018","October 31, 2019","July 23, 2020"
429,NCT03556956,Masitinib in Combination With FOLFIRI in Third or Fourth Line of Treatment of Patients With Metastatic Colorectal Cancer,Colorectal Cancer Metastatic,Drug: Masitinib,AB Science,Phase 2|Phase 3,219,Industry,Jul-15,Dec-20,Dec-20
430,NCT03541252,Topical Laser-assisted Combination Chemotherapy for Basal Cell Carcinoma- a Clinical Study,"Carcinoma, Basal Cell",Drug: AFL-assisted cisplatin+5-FU,Merete Haedersdal|Bispebjerg Hospital,Phase 1|Phase 2,20,Other,"March 9, 2018","September 2, 2019","September 2, 2019"
431,NCT03536143,"A Phase I/II Study of KB103, a Topical HSV1-COL7, on DEB Patients",Dystrophic Epidermolysis Bullosa,Biological: Topical beremagene geperpavec|Biological: Placebo gel,"Krystal Biotech, Inc.",Phase 1|Phase 2,12,Industry,"May 6, 2018","November 1, 2019","November 1, 2019"
432,NCT03535168,Repeat Doses of BAY1902607 in Healthy Males and Proof of Concept in Chronic Cough Patients,Cough,Drug: BAY1902607|Drug: Matching placebo|Drug: Midazolam,Bayer,Phase 1|Phase 2,59,Industry,"May 29, 2018","September 25, 2019","October 11, 2019"
433,NCT03533101,Tocilizumab for Cytokine Release Syndrome Prophylaxis in Haploidentical Transplantation,Cytokine Release Syndrome|Stem Cell Transplant Complications,Drug: Tocilizumab,Hospital Universitario Dr. Jose E. Gonzalez,Phase 1|Phase 2,30,Other,"May 25, 2018","May 15, 2019","June 15, 2019"
434,NCT03532789,Herbal Patch for Overactive Bladder,Overactive Bladder Syndrome,Drug: herbal patch|Drug: placebo patch,En Chu Kong Hospital,Phase 2|Phase 3,66,Other,"May 14, 2018","October 23, 2019","October 23, 2019"
435,NCT03531632,MGD007 Combined With MGA012 in Relapsed/Refractory Metastatic Colorectal Cancer,Colorectal Cancer Metastatic,Biological: MGD007 + MGA012,MacroGenics,Phase 1|Phase 2,38,Industry,"June 4, 2018","February 8, 2020","February 8, 2020"
436,NCT03527732,Efficacy and Safety of IVM/ALB Co-administration,Trichuriasis,Drug: Albendazole|Drug: Albendazole and Ivermectin,"Jennifer Keiser|Centre Suisse de Recherches Scientifiques en Cote d'Ivoire|Lao Tropical and Public Health Institute|Public Health Laboratory of Pemba, Tanzania|Swiss Tropical & Public Health Institute",Phase 2|Phase 3,1673,Other,"September 9, 2018","May 15, 2020","July 15, 2020"
437,NCT03525730,LRAs United as a Novel Anti-HIV Strategy.,HIV-1-infection,Drug: Valproic Acid|Drug: Pyrimethamine,Erasmus Medical Center,Phase 1|Phase 2,28,Other,"April 18, 2018","July 25, 2019","October 1, 2020"
438,NCT03524339,Tamsulosin vs Placebo to Prevent Postoperative Urinary Retention in Female Pelvic Reconstructive Surgery,Urinary Retention|Lower Urinary Tract Symptoms|Stress Urinary Incontinence|Pelvic Organ Prolapse,Drug: Placebo oral capsule|Drug: Tamsulosin,University Hospitals Cleveland Medical Center,Phase 2|Phase 3,132,Other,"August 1, 2018","June 9, 2020","June 9, 2020"
439,NCT03520439,Evaluation of Therapeutic Effect and Safety of Mifepristone in the Treatment of Adenomyosis,Adenomyosis,Drug: Mifepristone|Drug: Placebo,"xinmei zhang|Anhui Province Cancer Hospital|Huzhou Maternity and Child Care Hospital|Jiaxing Maternity and Child Health Care Hospital|Jinhua Municipal Central Hospital|The Central Hospital of Lishui City|The Affiliated Hospital of Medical School of Ningbo University|Ningbo Maternity and Child Care Hospital|The People's Hospital of Quzhou|Shaoxing Women and Children's Hospital|First Affiliated Hospital of Wenzhou Medical University|Second Affiliated Hospital, School of Medicine, Zhejiang University|Sir Run Run Shaw Hospital|Taizhou First People's Hospital|Zhoushan Maternity and Infant Hospital|Shaoxing People's Hospital|Women's Hospital School Of Medicine Zhejiang University",Phase 2|Phase 3,134,Other,"May 19, 2018","July 31, 2019","October 1, 2019"
440,NCT03519711,A Study of CNSA-001 in Primary Tetrahydrobiopterin (BH4) Deficient Participants With Hyperphenylalaninemia,BH4 Deficiency|Hyperphenylalaninemia,Drug: CNSA-001,PTC Therapeutics,Phase 1|Phase 2,6,Industry,"June 24, 2018","January 9, 2021","January 9, 2021"
441,NCT03516487,Safety and Tolerability of SYNB1618 in Healthy Adult Volunteers and Adult Subjects With Phenylketonuria,Phenylketonuria|Healthy,Drug: SYNB1618|Drug: Placebo,Synlogic,Phase 1|Phase 2,70,Industry,"April 17, 2018","June 21, 2019","June 21, 2019"
442,NCT03508687,Study of Gemcabene in Adults With FPLD,Familial Partial Lipodystrophy|Hypertriglyceridemia|Fatty Liver|NASH - Nonalcoholic Steatohepatitis,Drug: 300mg Gemcabene|Drug: 600mg Gemcabene,Elif Oral|University of Michigan,Phase 1|Phase 2,5,Other,"March 13, 2018","July 31, 2019","July 31, 2019"
443,NCT03503422,Optimizing Chronic Low Back Pain Exercise Therapies With Cerebral Electrical Stimulation,"Low Back Pain, Recurrent|Chronic Low Back Pain",Procedure: Real transcranial direct current stimulation + therapeutic exercises for back pain|Procedure: Sham transcranial direct current stimulation + therapeutic exercises for back pain,Universidade Federal do Piauí|Foundation for Research Support of the State of Piauí,Phase 2|Phase 3,60,Other,"April 10, 2018","February 10, 2020","January 15, 2021"
444,NCT03502148,Safety and Efficacy Study of PRV111 in Subjects With Oral Squamous Cell Carcinoma,Oral Squamous Cell Carcinoma,Drug: PRV111 (Cisplatin Transmucosal System),Privo Technologies|National Cancer Institute (NCI),Phase 1|Phase 2,10,Industry|NIH,"June 19, 2018","October 27, 2019","May 6, 2020"
445,NCT03500289,Ketamine for Treatment of MS Fatigue,Multiple Sclerosis|Fatigue,Drug: Ketamine|Drug: Midazolam,Johns Hopkins University|National Multiple Sclerosis Society,Phase 1|Phase 2,18,Other,"August 10, 2018","August 30, 2019","August 30, 2019"
446,NCT03496545,Efficacy of Bromocriptine For Fever Reduction in Acute Neurologic Injury,Subarachnoid Hemorrhage|Subdural Hematoma|Traumatic Brain Injury|Ischemic Stroke|Fever|Intracerebral Hemorrhage,Drug: Bromocriptine 5 MG|Drug: Acetaminophen 650 MG,"University of California, San Francisco",Phase 1|Phase 2,47,Other,"November 30, 2018","November 2, 2019","November 2, 2019"
447,NCT03493282,Effect of CT1812 Treatment on Brain Synaptic Density,Alzheimer Disease,Drug: Active Treatment- CT1812 100 mg|Drug: Active Treatment- CT1812 300 mg|Drug: Placebo,Cognition Therapeutics|National Institute on Aging (NIA),Phase 1|Phase 2,23,Industry|NIH,"March 28, 2018","October 16, 2020","October 16, 2020"
448,NCT03491215,"Study of Pharmacokinetics, Activity and Safety of Ruxolitinib in Pediatric Patients With Grade II-IV Acute Graft vs. Host Disease",Acute Graft Versus Host Disease,Drug: Ruxolitinib,Novartis Pharmaceuticals|Novartis,Phase 1|Phase 2,45,Industry,"February 21, 2019","March 11, 2021","February 2, 2023"
449,NCT03490032,68Ga-PSMA-R2 in Patients With Biochemical Relapse (BR) and Metastatic Prostate Cancer (mPCa),Prostate Cancer Metastatic,Drug: [68Ga]-PSMA-R2,Advanced Accelerator Applications,Phase 1|Phase 2,30,Industry,"May 23, 2018","August 20, 2019","September 13, 2019"
