Rank,NCT Number,Title,Conditions,Interventions,Sponsor/Collaborators,Phases,Enrollment,Funded Bys,Start Date,Primary Completion Date,Completion Date
1625,NCT05314283,"A Study Investigating the Safety and Performance of DV3395, a New Concept Device for the Delivery of Medicine.","Healthy Volunteers, Medical Device",Device: DV3395 C1,Novo Nordisk A/S,Phase 1,65,Industry,"March 28, 2022","November 8, 2022","November 8, 2022"
1626,NCT05313893,A Clinical Trial of an Inactivated Quadrivalent Influenza Vaccine in Chinese Children Aged 3 to 8 Years,Influenza,Biological: Quadrivalent influenza vaccine,Jiangsu Province Centers for Disease Control and Prevention,Phase 4,252,Other,"September 11, 2021","December 25, 2021","May 30, 2022"
1627,NCT05313802,A Study of LY3502970 in Healthy Overweight and Obese Participants,Healthy|Obese,Drug: LY3502970,Eli Lilly and Company,Phase 1,72,Industry,"May 26, 2022","September 9, 2022","September 9, 2022"
1628,NCT05313659,Intramuscular Ketamine Effect on Postnasal Surgery Agitation,"Agitation, Emergence",Drug: Ketamine Hydrochloride,Jordanian Royal Medical Services,Phase 2,193,Other,"May 11, 2022","October 20, 2022","October 20, 2022"
1629,NCT05312294,"Tolerability, Safety and Immunogenicity Trial of the Flu-M® Inactivated Vaccine in Volunteers Aged 18 to 60 Years","Influenza|Flu, Human",Biological: Flu-M [inactivated split influenza vaccine] without preservative|Biological: Flu-M [inactivated split influenza vaccine] with preservative,St. Petersburg Research Institute of Vaccines and Sera,Phase 3,654,Other,"December 7, 2020","September 3, 2021","November 15, 2021"
1630,NCT05310201,Impact of the Be Well Care Well Program on Early Care Education Teachers,"Burnout, Caregiver",Behavioral: Be Well Care Well,Medical University of South Carolina|University of Delaware,Phase 2,244,Other,"January 15, 2021","June 30, 2022","June 30, 2022"
1631,NCT05310084,Safety and Immunogenicity of BNT162b2 Coadministered With SIIV in Adults 18 Through 64 Years of Age,SARS-CoV-2 Infection|COVID-19,Biological: BNT162b2|Other: Placebo|Biological: Seasonal Inactivated Influenza Vaccine,BioNTech SE|Pfizer,Phase 3,1134,Industry,"April 20, 2022","October 5, 2022","October 5, 2022"
1632,NCT05309694,A Study to Assess the Safety of a New Inserter Device for Paragard® (Intrauterine Copper Contraceptive),Contraception,Combination Product: Paragard® T380A Intrauterine Copper Contraceptive with New Inserter,CooperSurgical Inc.,Phase 4,119,Industry,"March 4, 2022","December 8, 2022","December 8, 2022"
1633,NCT05309525,Effect of Oral TXA on Buttock Bruising Post CCH Injections in Adult Females,Cellulite,Drug: Collagenase Clostridium Histolyticum-Aaes|Drug: Lysteda 650 MG Oral Tablet,Luxurgery,Phase 4,17,Industry,"April 22, 2022","September 1, 2022","October 1, 2022"
1634,NCT05309304,Cefazolin PK Study 3g vs 2g,Healthy,Drug: Cefazolin,Baxter Healthcare Corporation,Phase 1,24,Industry,"February 14, 2022","August 30, 2022","August 30, 2022"
1635,NCT05308940,"A Study to Evaluate the Safety, Tolerability, Pharmacokinetics of TB001 in Healthy Subjects",Healthy,Drug: TB001|Drug: Placebo,"Shenzhen Turier Biotech Co., Ltd",Phase 1,64,Other,"January 10, 2022","August 23, 2022","August 23, 2022"
1636,NCT05308420,PENG Block vs Intrathecal Morphine in Total Hip Arthroplasty,Total Hip Arthroplasty|Postoperative Pain,Procedure: Pericapsular nerve group (PENG) block|Procedure: Spinal anesthesia|Drug: Intrathecal morphine|Procedure: Sham PENG block|Drug: Intrathecal placebo,"Kresimir Oremus, MD|Akromion Special Hospital for Orthopedic Surgery",Phase 4,60,Other,"April 3, 2022","December 1, 2022","December 1, 2022"
1637,NCT05307978,"Safety and Tolerability, Pharmacokinetic, and Pharmacodynamic Study of ALXN1910 in Healthy Participants",Healthy,Drug: ALXN1910|Drug: Placebo,Alexion,Phase 1,48,Industry,"April 12, 2022","February 7, 2023","February 7, 2023"
1638,NCT05307406,A First-in-Human Study With XAB05 in Healthy Subjects,"Infection, Bacterial",Biological: Experimental,Xenothera SAS|QPS Netherlands B.V.,Phase 1,25,Industry,"January 24, 2022","May 19, 2022","May 19, 2022"
1639,NCT05306704,High-Dose Vitamin D3 Supplementation in the Treatment of Human Immune Deficiency Virus Patients Trial,HIV-1-infection|Hypovitaminosis D,Other: placebo Oil|Drug: 25-Hydroxyvitamin D,University of the Punjab|The National HIV/AIDS Programme,Phase 3,95,Other,"February 15, 2019","January 31, 2022","January 31, 2022"
1640,NCT05306431,Comparison of Antimicrobial Action of Sodium Hypochlorite and Polyhexamethylene Biguanide as Root Canal Irrigants,Irreversible Pulpitis,Drug: Polyhexamethylene biguanide|Drug: Sodium Hypochlorite,Altamash Institute of Dental Medicine,Phase 2,60,Other,"June 1, 2022","June 1, 2022","November 30, 2022"
1641,NCT05306379,Drug-Drug Interaction Study to Investigate Effects of Voclosporin on Pharmacokinetics of Simvastatin,Drug-drug Interaction,Drug: Simvastatin|Drug: Voclosporin,Aurinia Pharmaceuticals Inc.,Phase 1,24,Industry,"January 24, 2022","April 5, 2022","April 5, 2022"
1642,NCT05306366,A Brain Imaging PET Study of [11C]-Lu AF90103 in Healthy Adult Male Participants,Healthy Young Men,Drug: [11C]-Lu AF90103,H. Lundbeck A/S,Phase 1,8,Industry,"March 23, 2022","June 7, 2022","June 7, 2022"
1643,NCT05306275,A Study to Compare the Pharmacokinetics of CSL312 Administered by Prefilled Syringe Assembled to Autoinjector to the Pharmacokinetics Administered by Prefilled Syringe Assembled to Needle Safety Device in Healthy Subjects,Healthy Participants,Drug: CSL312,CSL Behring,Phase 1,132,Industry,"April 4, 2022","September 27, 2022","September 27, 2022"
1644,NCT05306249,"Effects of Cannabidiol (CBD) on the Activation of Autophagy and Inflammation Genes, Functional Consequences in Virologically Controlled HIV-infected Patients",HIV Seropositivity,Drug: CBD LGP 50|Drug: Placebo,Centre Hospitalier Régional d'Orléans,Phase 2,80,Other,"May 16, 2022","February 8, 2023","February 8, 2023"
1645,NCT05305573,Assessing the Immunogenicity and Safety of a HIPRA's Candidate Booster Vaccination in Adults Fully Vaccinated With Adenovirus Vaccine Against COVID-19.,COVID-19|SARS-CoV-2 Acute Respiratory Disease,Biological: COVID-19 Vaccine HIPRA 40 ug/dose|Biological: Comirnaty (Pfizer-BioNtech) 30 ug/dose concentrate for dispersion for injection,"Hipra Scientific, S.L.U",Phase 2,26,Industry,"March 25, 2022","October 1, 2022","October 1, 2022"
1646,NCT05305560,A Study to Evaluate the Efficacy and Safety of Ivermectin in COVID-19 Prevention,COVID-19,Drug: Ivermectin Tablets|Drug: Matching placebo tablets,"MedinCell S.A|Violaine Desort-Hénin, DVM",Phase 2,400,Industry|Other,"March 25, 2022","September 15, 2022","October 13, 2022"
1647,NCT05305456,Clinical Trial Scheme of Tanreqing Capsules in the Treatment of COVID-19,Novel Coronavirus Pneumonia,Drug: Tanreqing capsule|Drug: Tanreqing capsule simulator,"Jiangsu Famous Medical Technology Co., Ltd.|Ruijin Hospital",Phase 3,480,Industry|Other,"March 28, 2022","June 2, 2022","August 31, 2022"
1648,NCT05305300,"A Phase I Study to Evaluate Safety, Tolerability, and Immunogenicity of a PIKA COVID-19 Vaccine in Healthy Individuals",COVID-19 Pandemic,"Biological: PIKA COVID-19 Vaccine (CHO cell, S-protein), Arm A|Biological: PIKA COVID-19 Vaccine (CHO cell, S-protein), Arm B",Yisheng Biopharma (Singapore) Pte. Ltd.,Phase 1,135,Industry,"October 18, 2021","May 15, 2022","September 15, 2022"
1649,NCT05304910,"A Study Investigating the Movement of Lu AG09222 Into, Through, and Out of the Body of Healthy Caucasian, Chinese, and Japanese Participants",Migraine,Drug: Lu AG09222|Drug: Placebo,H. Lundbeck A/S,Phase 1,52,Industry,"March 18, 2022","October 30, 2022","October 30, 2022"
1650,NCT05304884,Ozone Injection for Shoulder Impengement Syndrome,"Research on the Effectiveness of a Corticosteroid, Single Dose and Three Doses of Ozone Injection in Shoulder Impingement Syndrome",Combination Product: combined oxygen-ozone and corticosteroid,Erzurum Regional Training & Research Hospital|Karadeniz Technical University,Phase 4,108,Other,"June 30, 2021","February 22, 2022","March 22, 2022"
1651,NCT05304845,Drug-drug Interactions Between DWP14012 and Aspirin in Healthy Subjects,Drug Drug Interaction,Drug: DWP14012|Drug: Aspirin,Daewoong Pharmaceutical Co. LTD.,Phase 1,24,Industry,"March 21, 2022","May 22, 2022","May 22, 2022"
1652,NCT05304533,A Study to Assess the Drug Interaction Between MYK-224 and Itraconazole and Verapamil in Healthy Participants,Healthy Participants,Drug: MYK-224|Drug: Itraconazole|Drug: Verapamil,Bristol-Myers Squibb,Phase 1,45,Industry,"April 21, 2022","November 14, 2022","November 29, 2022"
1653,NCT05304364,"Safety, Tolerability, and Pharmacokinetics of Naltrexone Implant (DLP-160)",Opiod Use Disorder,Combination Product: Combination Product: Naltrexone,"Delpor, Inc.",Phase 1,10,Industry,"March 22, 2022","October 21, 2022","November 19, 2022"
1654,NCT05303220,"A Study to Assess Relative Bioavailability of Branebrutinib, From a Tablet Formulation to the Capsule Formulation, the Effect of Food on the Bioavailability of Branebrutinib From a Tablet Formulation, and the Safety and Drug Levels of Branebrutinib From a Tablet Formulation in Healthy Participants",Healthy Volunteers,Drug: Branebrutinib|Drug: Placebo,Bristol-Myers Squibb,Phase 1,56,Industry,"April 8, 2022","August 18, 2022","August 18, 2022"
1655,NCT05302804,The Influence of Menthol Gel During Exercise With Heat,Acute Exercise|Heat Exposure,Other: Hot environment|Biological: Menthol Gel|Biological: Control Gel|Other: Exercise,University of Nebraska,Phase 4,12,Other,"May 1, 2022","October 1, 2022","October 1, 2022"
1656,NCT05301322,Safety and Immunogenicity of RSVpreF Coadministered With SIIV in Adults ≥65 Years of Age,Respiratory Syncytial Virus,Biological: RSVpreF Vaccine|Other: Placebo|Biological: Seasonal Inactivated Influenza Vaccine,Pfizer,Phase 3,1404,Industry,"April 13, 2022","October 12, 2022","October 12, 2022"
1657,NCT05299099,Clinical Trial to Evaluate the Safety and Efficacy of IN-C006 Inj. Compared With RCN301,Parenteral Nutrition,Drug: IN-C006 inj.|Drug: RCN301,HK inno.N Corporation,Phase 3,60,Industry,"May 4, 2022","December 9, 2022","December 15, 2022"
1658,NCT05298787,A Phase 1 SAD/MAD Study of RLS-0071 in Healthy Volunteers in Support of a COVID-19 Development Program,Healthy Volunteer,Drug: RLS-0071|Drug: Saline Placebo,"ReAlta Life Sciences, Inc.",Phase 1,56,Industry,"January 13, 2021","August 16, 2021","August 16, 2021"
1659,NCT05298202,The Influence of Capsaicin Gel During Exercise Within the Heat,Acute Exercise|Heat Exposure,Biological: Capsaicin|Biological: Control Gel|Other: Exercise|Other: Hot environment,University of Nebraska,Phase 4,12,Other,"April 1, 2022","October 1, 2022","October 1, 2022"
1660,NCT05297968,Study on the Human Bioequivalence of Oseltamivir Phosphate For Oral Suspension,Healthy Subjects,Drug: Oseltamivir Phosphate For Oral Suspension/Tamiflu|Drug: Oseltamivir Phosphate For Oral Suspension,The Affiliated Hospital of Qingdao University,Phase 1,72,Other,"May 13, 2021","June 6, 2021","June 27, 2021"
1661,NCT05297669,A Phase # Clinical Study Trial of Felbinac Trometamol Injection in China,Pain,Drug: Felbinac Trometamol Injection|Drug: Placebos,Shijiazhuang Yiling Pharmaceutical Co. Ltd,Phase 3,264,Industry,"July 23, 2021","January 19, 2022","June 30, 2022"
1662,NCT05297578,"Safety, Tolerability, and Immunogenicity Study of a 24-Valent Pneumococcal Conjugate Vaccine (VAX-24) in Older Adults",Pneumococcal Vaccines,Biological: 24-Valent Pneumococcal Conjugate Vaccine|Biological: Pneumococcal 20-valent Conjugate Vaccine,"Vaxcyte, Inc.",Phase 2,207,Industry,"June 15, 2022","February 15, 2023","February 15, 2023"
1663,NCT05296863,Adipose-derived Stem Cell Conditioned Media as a Novel Approach for Hair Regrowth in Male Androgenetic Alopecia,"Alopecia, Androgenetic|Hair Loss/Baldness",Combination Product: Non-concentrated adipose-derived stem cell conditioned media and 5% Minoxidil|Combination Product: Concentrated adipose-derived stem cell conditioned media and 5% Minoxidil|Combination Product: Placebo and 5% Minoxidil,"Dr. dr. Lili Legiawati, SpKK(K)|Kementerian Riset dan Teknologi / Badan Riset dan Inovasi Nasional, Indonesia|PT. Kimia Farma (Persero) Tbk|Indonesia University",Phase 3,37,Other|Industry,"October 11, 2021","December 3, 2021","December 3, 2021"
1664,NCT05296759,Botulinum Toxin Type A in Diabetic Peripheral Neuropathy,Diabetic Neuropathies,Drug: botulinum toxin A|Drug: Gabapentin|Drug: Duloxetine,Alexandria University,Phase 4,30,Other,"February 1, 2021","November 1, 2021","March 8, 2022"
1665,NCT05294666,Evaluation of 0.05% CsA and 0.1% FK506 Eye Drops in Ocular GVHD Treatment,Graft Versus Host Disease in Eye,Drug: Cyclosporine|Drug: tacrolimus,Peking University Third Hospital,Phase 4,89,Other,"April 1, 2020","June 1, 2021","July 1, 2021"
1666,NCT05294458,"A Randomised, Open-Label Study to Evaluate the Relative and Absolute Bioavailability of Cotadutide in Healthy Subjects",Non-alcoholic Steatohepatitis|Type 2 Diabetes Mellitus (T2DM)|Chronic Kidney Disease,Drug: cotadutide solution for injection,AstraZeneca|Quotient Sciences,Phase 1,10,Industry,"March 28, 2022","September 12, 2022","September 12, 2022"
1667,NCT05294328,Evaluation of the Safety and Effectiveness of Aceclidine/Brimonidine (LNZ101) and Aceclidine (LNZ100) in the Treatment of Presbyopia,Presbyopia|Refractive Errors|Eye Diseases,Drug: Aceclidine+Brimonidine combination ophthalmic solution|Drug: Aceclidine ophthalmic solution|Drug: Vehicle Proprietary Ophthalmic Solution,"LENZ Therapeutics, Inc|ORA, Inc.",Phase 2,62,Other|Industry,"May 5, 2022","August 22, 2022","September 10, 2022"
1668,NCT05293678,Safety and Tolerability of Regeneron Anti-SARS-CoV-2 Monoclonal Antibody/Ies in Adult Healthy Volunteers as Related to COVID-19,Healthy,Drug: REGN15160 (IV)|Drug: Matching Placebo (IV)|Drug: REGN15160 (SC)|Drug: Matching Placebo (SC),Regeneron Pharmaceuticals,Phase 1,104,Industry,"April 12, 2022","January 26, 2023","January 26, 2023"
1669,NCT05293171,Study to Investigate the Effect of BL-8040 (Motixafortide) on the QTc Interval in Healthy Subjects,Healthy Subjects,Drug: 1.25 mg/kg BL-8040 + BL-8040-matching placebo|Drug: 2 mg/kg BL-8040|Drug: BL-8040-matching placebo|Drug: 400 mg Moxifloxacin (1x400 mg tablet),"BioLineRx, Ltd.|Celerion",Phase 1,38,Industry,"June 11, 2021","June 1, 2022","August 15, 2022"
1670,NCT05292755,Effects of Carboxymethylcellulose Artificial Tears on the Eye Microbiome,Dry Eye Syndromes,"Drug: Carboxymethylcellulose (CMC) Artificial Tears|Drug: Preservative-free, CMC-free Artificial Tears (control)",University of Florida,Phase 4,80,Other,"April 22, 2022","May 30, 2022","July 1, 2022"
1671,NCT05292638,Safety and Efficacy of CKDB-501A in Subjects With Moderate-to-severe Glabellar Lines,Glabellar Lines,Drug: CKDB-501A|Drug: Botox®,CKD Bio Corporation,Phase 1,30,Industry,"February 15, 2022","June 10, 2022","June 10, 2022"
1672,NCT05292131,A Bioequivalence Study of Bimekizumab Given as 1x2ml or 2x1ml Subcutaneous Injection Using an Autoinjector in Healthy Study Participants,Healthy Study Participants,Drug: bimekizumab,UCB Biopharma SRL|UCB Pharma,Phase 1,121,Industry,"March 17, 2022","January 9, 2023","January 9, 2023"
1673,NCT05292040,A Study of LY3857210 in Healthy Participants,Healthy,Drug: LY3857210,Eli Lilly and Company,Phase 1,10,Industry,"March 17, 2022","December 14, 2022","December 14, 2022"
1674,NCT05291520,"A Study to Investigate the Safety and Pharmacokinetics of a Single Dose of VH3810109 (Also Known as GSK3810109), Administered Either Subcutaneously (SC) With rHuPH20 or Intravenously (IV), in Healthy Adult Participants",HIV Infections,Biological: VH3810109|Biological: rHuPH20,ViiV Healthcare,Phase 1,24,Industry,"February 23, 2022","April 10, 2023","April 10, 2023"
1675,NCT05289869,A Pilot Study: High Versus Low Oxytocin Dosing for Induction of Labor in Pregnant Patients With Obesity,Pregnant Patients With Obesity,Drug: High-dose oxytocin|Drug: Low-dose oxytocin,Ohio State University,Phase 4,20,Other,"April 6, 2022","September 18, 2022","October 28, 2022"
1676,NCT05289271,"Safety, Tolerability, and Immunogenicity of Vaxelis™ in Children Previously Vaccinated With Vaxelis™ or Hexyon™ (V419-016)","Vaccines, Combined|Hexavalent Vaccine",Biological: Vaxelis™,Merck Sharp & Dohme LLC,Phase 4,169,Industry,"March 25, 2022","August 30, 2022","August 30, 2022"
1677,NCT05288920,Effect of Pulsed Mode Radiofrequency as a Treatment of Lumbar Disc Related Radicular Pain on Tumor Necrotic Factor α Level,Lumbar Disc Herniation,Procedure: Radiofrequency pulsed mode on dorsal root ganglion combined with transforaminal steroids injection|Drug: Transforaminal injection of Steroids alone,Beni-Suef University,Phase 1,80,Other,"March 1, 2022","September 1, 2022","October 1, 2022"
1678,NCT05288075,Study to Compare Relative Bioavailability of 3 Indacaterol/Glycopyrronium Test Products and Reference Product,Healthy Volunteers,Drug: Indacaterol/glycopyrronium,"Orion Corporation, Orion Pharma",Phase 1,24,Industry,"February 28, 2022","June 27, 2022","June 27, 2022"
1679,NCT05287893,Pyronaridine in Healthy Adult Participants Infected With Blood Stage Malaria,"Malaria,Falciparum|Malaria|Malaria Recrudescence|Parasitemia|Protozoan Infections|Parasitic Disease",Drug: Pyronaridine|Biological: P. falciparum IBSM infection,"Medicines for Malaria Venture|QIMR Berghofer Medical Research Institute|Southern Star Research Pty Ltd.|Swiss BioQuant A.G., Switzerland|Children's Health Queensland Hospital and Health Service",Phase 1,10,Other|Industry,"April 4, 2022","September 26, 2022","September 26, 2022"
1680,NCT05287360,A Study Comparing Four Different Rivoceranib Tablets in Healthy Participants,Healthy,Drug: Rivoceranib,Elevar Therapeutics,Phase 1,60,Industry,"December 30, 2021","March 16, 2022","March 24, 2022"
1681,NCT05286593,3D PET Myocardial Blood Flow and Rb82 Infusion Profiles,Normal Healthy Volunteers Without Chronic Medical Conditions|Coronary Artery Disease|Cardiac Risk Factors|Myocardial Infarction,Drug: Slow Infusion of Rubidium-82,Ochsner Health System|Bracco Corporate,Phase 4,98,Other|Industry,"December 28, 2021","September 1, 2022","September 30, 2022"
